CLASE SINIESTRO,CANTIDAD DE FALLECIDOS,CANTIDAD DE LESIONADOS,CANTIDAD DE VEHICULOS DAÑADOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO DE VÍA,RED VIAL,COD CARRETERA,COORDENADAS LATITUD,COORDENADAS  LONGITUD,CONDICIÓN CLIMÁTICA,ZONIFICACIÓN,CARACTERÍSTICAS DE VÍA,PERFIL LONGITUDINAL VÍA,SUPERFICIE DE CALZADA,¿EXISTE SEÑAL VERTICAL?,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 1,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 2,¿EXISTE SEÑAL HORIZONTAL?,CAUSA FACTOR PRINCIPAL,CAUSA ESPECÍFICA,AÑO,MES,DIA_SEMANA,ES_FIN_SEMANA,HORA_NUM,FRANJA_HORARIA,REGION_NATURAL,CATEGORIA_SEVERIDAD,MORTALIDAD_MULTIPLE,LESION_MULTIPLE
ATROPELLO,1,0,1,LIMA,LIMA,CHORRILLOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.19904625,-76.9973279,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN),2023,7,1,0,18,NOCHE,COSTA,LEVE,0,0
ATROPELLO FUGA,1,0,1,LA LIBERTAD,OTUZCO,CHARAT,SIN_DATO,CARRETERA,DEPARTAMENTAL,LI-112,-7.76432715150568,-78.4904393939227,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,1,0,20,NOCHE,COSTA,LEVE,0,0
DESPISTE,1,0,1,LA LIBERTAD,OTUZCO,OTUZCO,URBANA,CARRETERA,NACIONAL,PE-10A,-7.9671586,-78.639135,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,ADELANTAR INDEBIDAMENTE,2023,7,2,0,9,MAÑANA,COSTA,LEVE,0,0
ATROPELLO,1,0,1,LIMA,LIMA,LA VICTORIA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-12.057922755933795,-77.0172660988245,DESPEJADO,RESIDENCIAL,CURVA,PLANA ,ASFALTADA,SI,INFORMATIVA (I),SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,2,0,10,MAÑANA,COSTA,LEVE,0,0
DESPISTE,1,1,1,AYACUCHO,SUCRE,QUEROBAMBA,RURAL,CARRETERA,DEPARTAMENTAL,AY-103,-13.933434,-73.754059,DESPEJADO,RURAL,CURVA,INCLINADA,AFIRMADO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO,2023,7,2,0,15,TARDE,SIERRA,LEVE,0,0
CHOQUE,1,0,1,AREQUIPA,AREQUIPA,VITOR,RURAL,CARRETERA,NACIONAL,PE-1S,-16.449881,-71.964544,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,SI,REGULADORA (R),SIN_DATO,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,2,0,18,NOCHE,COSTA,LEVE,0,0
DESPISTE,1,1,1,TACNA,TACNA,CIUDAD NUEVA,URBANA,CARRETERA,PROVINCIAL,TA-622,-17.98215586952179,-70.22593432777111,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,2023,7,3,0,2,MADRUGADA,COSTA,LEVE,0,0
ATROPELLO,1,0,1,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.871983,-77.014637,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,3,0,5,MADRUGADA,COSTA,LEVE,0,0
DESPISTE,1,1,1,UCAYALI,CORONEL PORTILLO,YARINACOCHA,RURAL,CARRETERA,DEPARTAMENTAL,UC-103,-8.305196,-74.617327,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,NEGLIGENCIA DEL CONDUCTOR,CONDUCIR CON FALLAS DE FRENOS,2023,7,3,0,7,MAÑANA,SELVA,LEVE,0,0
DESPISTE,1,2,1,LA LIBERTAD,TRUJILLO,SALAVERRY,RURAL,CARRETERA,NACIONAL,PE-1N,-8.194049,-78.972105,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,3,0,11,MAÑANA,COSTA,LEVE,0,0
DESPISTE,1,0,1,LA LIBERTAD,OTUZCO,OTUZCO,RURAL,CARRETERA,NACIONAL,PE-10A,-7.960285,-78.631749,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,3,0,13,TARDE,COSTA,LEVE,0,0
ATROPELLO,1,1,1,LIMA,LIMA,RIMAC,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.01505771,-77.05182867,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,3,0,17,TARDE,COSTA,LEVE,0,0
CHOQUE,1,0,1,PIURA,PIURA,CASTILLA,URBANA,CARRETERA,NACIONAL,PE-1NJ,-5.17328,-80.5488,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2023,7,3,0,18,NOCHE,COSTA,LEVE,0,0
CAÍDA DE PASAJERO,1,1,1,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,RURAL,CARRETERA,NACIONAL,PE-14C,-9.16927849825107,-77.2244298766206,DESPEJADO,RURAL,CURVA,INCLINADA,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,4,0,6,MAÑANA,SIERRA,LEVE,0,0
CHOQUE,1,1,2,CUSCO,QUISPICANCHI,HUARO,URBANA,CARRETERA,NACIONAL,PE-3S,-13.688098911516184,-71.64729981873255,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),2023,7,4,0,12,TARDE,SIERRA,LEVE,0,0
DESPISTE,1,4,1,CUSCO,PARURO,OMACHA,RURAL,CARRETERA,DEPARTAMENTAL,CU-129,-14.043284725995727,-71.77285278893352,DESPEJADO,RURAL,CURVA,INCLINADA,AFIRMADO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2023,7,4,0,15,TARDE,SIERRA,GRAVE_LESIONADOS,0,1
DESPISTE,1,1,1,LORETO,MAYNAS,IQUITOS,URBANA,CALLE,URBANO,NO CORRESPONDE,-3.746066,-73.2490994,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,4,0,23,NOCHE,SELVA,LEVE,0,0
ATROPELLO,1,0,1,AYACUCHO,HUAMANGA,VINCHOS,URBANA,CARRETERA,NACIONAL,PE-28A,-13.320545746970089,-74.35264164599063,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),SIN_DATO,NO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2023,7,5,1,5,MADRUGADA,SIERRA,LEVE,0,0
CHOQUE,1,0,2,PUNO,SAN ROMAN,CABANA,RURAL,CARRETERA,NACIONAL,PE-34A,-15.562489091068612,-70.24074548293383,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,2023,7,5,1,16,TARDE,SIERRA,LEVE,0,0
CHOQUE,1,0,1,PIURA,MORROPON,CHULUCANAS,RURAL,CARRETERA,NACIONAL,PE-1NJ,-5.145191,-80.275411,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,2023,7,5,1,20,NOCHE,COSTA,LEVE,0,0
ATROPELLO,1,1,1,CUSCO,CUSCO,SANTIAGO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-13.5257359,-71.975211,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,2023,7,5,1,20,NOCHE,SIERRA,LEVE,0,0
ATROPELLO,1,0,1,AREQUIPA,AREQUIPA,LA JOYA,RURAL,CARRETERA,NACIONAL,PE-1S,-16.532018,-71.796382,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,5,1,20,NOCHE,COSTA,LEVE,0,0
VOLCADURA,1,0,1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.01751258,-77.00214591,DESPEJADO,COMERCIAL,INTERSECCIÓN,INCLINADA,ASFALTADA,SI,INFORMATIVA (I),SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,5,1,21,NOCHE,COSTA,LEVE,0,0
ATROPELLO,1,0,1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.008243196948255,-77.01052566985119,DESPEJADO,COMERCIAL,CURVA,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),2023,7,6,1,1,MADRUGADA,COSTA,LEVE,0,0
VOLCADURA,1,0,1,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-6.036805,-76.98065,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),2023,7,6,1,2,MADRUGADA,SELVA,LEVE,0,0
DESPISTE,5,28,1,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.91279662,-77.0033858,DESPEJADO,RESIDENCIAL,CURVA,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,6,1,7,MAÑANA,COSTA,GRAVE_MORTALIDAD,1,1
ATROPELLO,1,1,1,PIURA,PIURA,PIURA,URBANA,CALLE,URBANO,NO CORRESPONDE,-5.197634,-80.630181,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,NO DAR PASO PREFERENTE AL PEATÓN,2023,7,6,1,15,TARDE,COSTA,LEVE,0,0
DESPISTE,2,0,1,PUNO,SAN ROMAN,CARACOTO,RURAL,CARRETERA,NACIONAL,PE-3S,-15.5492753,-70.1088494,DESPEJADO,RURAL,INTERSECCIÓN,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,2023,7,6,1,17,TARDE,SIERRA,GRAVE_MORTALIDAD,1,0
ATROPELLO,1,0,1,ICA,ICA,SANTIAGO,RURAL,CARRETERA,NACIONAL,PE-1S,-14.289297288815796,-75.67934457989088,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,2023,7,6,1,19,NOCHE,COSTA,LEVE,0,0
DESPISTE,1,0,1,LA LIBERTAD,PACASMAYO,GUADALUPE,RURAL,CARRETERA,NACIONAL,PE-1N,-7.2710136,-79.4791791,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,2023,7,0,0,3,MADRUGADA,COSTA,LEVE,0,0
ATROPELLO,1,0,1,PUNO,SAN ROMAN,CARACOTO,RURAL,CARRETERA,NACIONAL,PE-3S,-15.5419721,-70.1119631,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2023,7,0,0,5,MADRUGADA,SIERRA,LEVE,0,0
DESPISTE,1,3,1,CUSCO,LA CONVENCION,HUAYOPATA,RURAL,CARRETERA,NACIONAL,PE-28B,-13.055588,-72.428333,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),SIN_DATO,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2023,7,0,0,7,MAÑANA,SIERRA,GRAVE_LESIONADOS,0,1
VOLCADURA,1,0,1,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,-13.781952,-73.41439,DESPEJADO,RURAL,SINUOSA,INCLINADA,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),2023,7,0,0,9,MAÑANA,SIERRA,LEVE,0,0
ATROPELLO FUGA,1,0,1,AREQUIPA,CAYLLOMA,MACA,RURAL,CARRETERA,DEPARTAMENTAL,AR-109,-15.630471,-71.807162,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,0,0,17,TARDE,COSTA,LEVE,0,0
CHOQUE FUGA,1,4,1,PIURA,MORROPON,CHULUCANAS,RURAL,CARRETERA,NACIONAL,PE-1NS,-5.157349,-80.177424,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,0,0,20,NOCHE,COSTA,GRAVE_LESIONADOS,0,1
DESPISTE,1,0,1,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,RURAL,CARRETERA,NACIONAL,PE-1N,-3.851229883307808,-80.8281758789849,SOLEADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2023,7,1,0,14,TARDE,COSTA,LEVE,0,0
DESPISTE,2,3,1,CUSCO,QUISPICANCHI,MARCAPATA,RURAL,CARRETERA,PROVINCIAL,CU-1404,-13.625397,-70.935098,DESPEJADO,RURAL,SINUOSA,INCLINADA,AFIRMADO,SI,PREVENTIVA (P),SIN_DATO,NO,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),2023,7,1,0,22,NOCHE,SIERRA,GRAVE_MORTALIDAD,1,1
DESPISTE,1,1,1,LIMA,LIMA,INDEPENDENCIA,URBANA,CARRETERA,NACIONAL,PE-1N,-11.98102546742494,-77.06550025297803,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,2,0,2,MADRUGADA,COSTA,LEVE,0,0
CHOQUE,1,0,1,LORETO,MAYNAS,IQUITOS,URBANA,CALLE,URBANO,NO CORRESPONDE,-3.7568189,-73.2511955,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,2,0,3,MADRUGADA,SELVA,LEVE,0,0
CHOQUE,2,4,2,PUNO,CHUCUITO,JULI,RURAL,CARRETERA,NACIONAL,PE-3S,-16.2239721,-69.4623816,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2023,7,2,0,7,MAÑANA,SIERRA,GRAVE_MORTALIDAD,1,1
VOLCADURA,1,0,1,APURIMAC,CHINCHEROS,URANMARCA,RURAL,CARRETERA,PROVINCIAL,AP-554,-13.7249557965443,-73.6732008685842,SOLEADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),2023,7,2,0,10,MAÑANA,SIERRA,LEVE,0,0
ATROPELLO,1,0,1,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,URBANA,AUTOPISTA,URBANO,NO CORRESPONDE,-7.817705,-78.033597,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,2,0,17,TARDE,COSTA,LEVE,0,0
CHOQUE,2,1,2,CAJAMARCA,CONTUMAZA,CHILETE,RURAL,CARRETERA,NACIONAL,PE-08,-7.22595800802044,-78.8762654033148,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2023,7,2,0,17,TARDE,SIERRA,GRAVE_MORTALIDAD,1,0
ATROPELLO FUGA,1,0,1,PUNO,PUNO,CHUCUITO,RURAL,CARRETERA,NACIONAL,PE-3S,-15.901532229327907,-69.88841594055835,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,2,0,18,NOCHE,SIERRA,LEVE,0,0
DESPISTE,1,0,1,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.23976275180896,-76.91212091224831,DESPEJADO,COMERCIAL,ÓVALO,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,2,0,20,NOCHE,COSTA,LEVE,0,0
VOLCADURA,1,0,1,PUNO,SAN ANTONIO DE PUTINA,SINA,RURAL,CARRETERA,DEPARTAMENTAL,PU-109,-14.553848,-69.293572,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2023,7,2,0,22,NOCHE,SIERRA,LEVE,0,0
CHOQUE FUGA,1,0,1,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.86219135,-77.05585282,DESPEJADO,COMERCIAL,INTERSECCIÓN,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,3,0,0,MADRUGADA,COSTA,LEVE,0,0
CHOQUE,1,2,2,PUNO,HUANCANE,HUANCANE,RURAL,CARRETERA,PROVINCIAL,PU-904,-15.218124141449298,-69.77791930794945,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,2023,7,3,0,8,MAÑANA,SIERRA,LEVE,0,0
CHOQUE,1,2,2,ICA,PISCO,SAN CLEMENTE,URBANA,CARRETERA,NACIONAL,PE-1SE,-13.682287,-76.1634073,SOLEADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,3,0,13,TARDE,COSTA,LEVE,0,0
CHOQUE CON OBJETO FIJO,1,1,1,CUSCO,URUBAMBA,URUBAMBA,URBANA,CALLE,URBANO,NO CORRESPONDE,-13.298155,-72.121077,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,CONCRETO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPERICIA DEL CONDUCTOR,SIN_DATO,2023,7,3,0,19,NOCHE,SIERRA,LEVE,0,0
CHOQUE,1,0,2,PUNO,HUANCANE,PUSI,RURAL,CARRETERA,NACIONAL,PE-34H,-15.4064452,-70.0655803,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,NO ENCENDER LAS LUCES,2023,7,3,0,20,NOCHE,SIERRA,LEVE,0,0
ATROPELLO,1,0,1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.22118669,-76.92032899,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),SIN_DATO,NO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),2023,7,3,0,22,NOCHE,COSTA,LEVE,0,0
CHOQUE,1,0,2,ICA,PALPA,LLIPATA,RURAL,CARRETERA,NACIONAL,PE-1S,-14.6274104,-75.1886216,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2023,7,3,0,23,NOCHE,COSTA,LEVE,0,0
DESPISTE,1,0,1,CUSCO,LA CONVENCION,ECHARATE,RURAL,CARRETERA,DEPARTAMENTAL,CU-105,-12.650155,-72.562413,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),SIN_DATO,NO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,2023,7,4,0,4,MADRUGADA,SIERRA,LEVE,0,0
CHOQUE,1,0,1,LIMA,LIMA,LIMA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.06746168,-77.07770363,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),2023,7,4,0,9,MAÑANA,COSTA,LEVE,0,0
DESPISTE,3,0,1,ANCASH,HUAYLAS,CARAZ,RURAL,CARRETERA,PROVINCIAL,AN-901,-9.08297910887399,-77.8142607636424,SOLEADO,RURAL,SINUOSA,INCLINADA,AFIRMADO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO,2023,7,4,0,15,TARDE,SIERRA,GRAVE_MORTALIDAD,1,0
CHOQUE,1,0,2,PUNO,PUNO,PICHACANI,RURAL,CARRETERA,NACIONAL,PE-36B,-16.134785534110286,-70.04528753553053,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2023,7,4,0,19,NOCHE,SIERRA,LEVE,0,0
DESPISTE,3,9,1,CAJAMARCA,HUALGAYOC,HUALGAYOC,RURAL,CARRETERA,NACIONAL,PE-3N,-6.7758188,-78.6417937,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),2023,7,5,1,8,MAÑANA,SIERRA,GRAVE_MORTALIDAD,1,1
VOLCADURA,1,1,1,CAJAMARCA,SAN MARCOS,GREGORIO PITA,RURAL,CARRETERA,NACIONAL,PE-3N,-7.324748,-78.17082,DESPEJADO,COMERCIAL,CURVA,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,2023,7,6,1,1,MADRUGADA,SIERRA,LEVE,0,0
CHOQUE,1,0,1,LIMA,LIMA,LIMA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.05411824,-77.06161635,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SI,REGULADORA (R),SIN_DATO,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,6,1,3,MADRUGADA,COSTA,LEVE,0,0
